වචනය,"සමාන පදමාලාව"
සෞන්දර්යය,"[නා.] සුන්දරත්වය ; අලංකාරය ; ලාවණ්‍යය."
සෞභාග්‍යය,"[නා.] 1. මනෝඥ බව ; සුන්දරත්වය.
2. සම්පත ; ඓශ්චර්යය.
3. වාසනාව."
සෞමනස්‍යය,"[නා.] සොම්නස ; සතුට ; ප්‍රීතිය."
සෞම්‍ය,"[වි.] 1. සිත්ගන්නා ස්වභාවයෙන් යුත් ; මෘදුභාවය ඇති.
2. සිසිල් ගුණය ඇති ; සැපදායක."
"සෞම්‍ය කලාපය","(පාරිභා.) [නා.] සමශීතෝෂ්ණ දේශගුණික කලාපය."
සෞර,"[වි.] සූර්යයා පිළිබඳ ; සූර්යයා සම්බන්ධ.
[නා.ප්‍ර.] 1. සූර්ය වර්ෂය.
2. දින තිහකින් යුතු සූර්ය මාසය."
සෞරකාමී,"(පාරිභා.) [වි.] හිරු එළියට කැමති."
"සෞරග්‍රහ මණ්ඩලය","[නා.] සූර්යයා වටේ භ්‍රමණය වන බුධ, ශුක්‍ර, පෘථිවි, කුජ, ගුරු, ශනි, යුරේනස් නැප්චූන් යන ග්‍රහ පඞ්ක්තිය ; සූර්ය ග්‍රහ මණ්ඩලය."
සෞරප්‍රතානය,"(පාරිභා.) [නා.] ආමාශය පිටුපස තිබෙන ස්නායු ජාලය."
සෞරභ්‍ය,"[වි.] සුවඳ ඇති ; සුගන්ධවත්.
[නා.ප්‍ර.] 1. සුවඳ.
2. ප්‍රසන්නබව."
සෞරාපග,"(පාරිභා.) [වි.] හිරු එළියට භය ඇති."
සෞරාලය,"(පාරිභා.) [නා.] හිරු රැස් ලැබෙන කුටිය නොහොත් ගෙය."
සෞරාවර්තනය,"(පාරිභා.) [නා.] ශාකයක් හිරු එළියට දක්වන ප්‍රතිචාරයක් වශයෙන් නැමීම."
සෞශීල්‍ය,"[නා.ප්‍ර.] යහපත් සිල් ඇති බව."
සෞෂ්ඨව,"[නා.ප්‍ර.] අනර්ඝතාව."
සෞෂුම්න,"[වි.] සුසුම්නාව පිළිබඳ."
"සෞහාර්දය, සෞහාර්ද්‍යය","[නා.] සුහද බව ; මිත්‍රත්වය ; සුහෘද්භාවය."
සෞහිත්‍යය,"[නා.] අධික තෘප්තිය ; මනා තෘප්තිය."
ස’පන්ටයින්,"[නා.ප්‍ර.] මෘදු කොළ පැහැති ඛනිජ විශේෂයක්."
හ,"මිශ්‍ර සිංහල හෝඩියෙහි පනස්නව වන අකුර ; තිස් නවවැනි ව්‍යංජනය ; ඌෂ්මාක්ෂරයකි.
[නා.ප්‍ර.] හය ; සය."
හං,"[නා.ප්‍ර.] 1. අඟ ; ශෘඞ්ගය.
2. සම ; හම.
3. සංඝයා.
4. සංඥාව.
5. ඇවිටිලි කිරීම ; කරදර කිරීම.
6. අවසන.
[වි.] තියුණු නැති ; මොට ; නොකැපෙන."
"හංකිචිය, හංකිතිය, හන්කිතිය","[නා.] කෙනකුගේ ශරීරයේ කිසිලි ආදි තැන් මෘදු ලෙස ස්පර්ශ කිරීමේ දී ඇති වන පොපියන සුලු ගතිය ; කිති කැවීම ; කිතිය."
හංකුළාව,"[නා.] මයිනහමේ හුළං පිට වන බටය."
හංගනවා,"[ක්‍රි.] නොපෙනෙන සේ සලස්වනවා ; සඟවනවා ; වසන් කරනවා."
"හංගඳ, හම්ගඳ","(කථා.) [නා.ප්‍ර.] ශරීරයෙන් නිකුත් වන අප්‍රිය කර දුර්ගන්ධය ; මිනිසකුගේ සිරුරින් නැගෙන ඩහදිය ගඳ."
හංගොල්ලා,"(කථා.) [නා.] බෙල්ලන් වර්ගයට අයත් ආවරණ කටුව රහිත කුඩා සත්ත්ව වර්ගයක්."
"හංදිය, හන්දිය","[නා.] 1. මාර්ග දෙකක් හෝ කීපයක් හෝ එක්වන ස්ථානය ; මංසන්ධිය.
2. ශරීරයේ අස්ථි පංජරයේ ඇට දෙකක් හෝ ඊට වැඩි ගණනක් එකට බැඳෙන තැන."
"හංබංකාරයා, හම්බංකාරයා","[නා.] (කථා.) මුස්ලිම් ජන කොට්ඨාසය හඳුන්වන නාමයක්."
හංබාන්,"(කථා.) [නා.ප්‍ර.] කුඩා මුහුදු යාත්‍රා විශේෂයක්."
හංමැටි,"[නා.ප්‍ර.] තෘණ විශේෂයක නාමයක් ; කලාඳුරු ; සම්මැට්ට."
"හංවඩු ගහනවා, හන්වඩු ගසනවා","[ක්‍රි.] අයිතිය දැක්වීම සඳහා අශ්ව හරක් ආදි සතුන්ගේ ඇගේ ලකුණු පුළුස්සනවා."
"හංවඩුව, හන්වඩුව","[නා.] හංවඩු ගැසීමෙන් කරන ලද ලකුණ ; අඩයාලම."
"හංස කකුල්","[නා.ප්‍ර.] රතු පැහැති ඛනිජ උපධාතුවක් වන සාදලිංගම්."
"හංස පාතිය","(පාරිභා.) [නා.] ද්‍රව ආසවනය කිරීම සඳහා උපයෝගි කරන වීදුරු භාජන විශේෂයක්."
"හංස පූට්ටුව","[නා.] එකිනෙකාට මුහුණ ලා සිටින හංසයන් දෙදෙනකු ගෙන පටලවාගත් විලාසය දක්වන සාම්ප්‍රදායික මෝස්තර නිර්මාණයක්."
"හංස ලිපි","[නා.ප්‍ර.] පුස්කොළ පොත් ලිවීමේ දී භාවිත කළ අලංකාර අක්ෂර ක්‍රමයක්."
හංසතූල,"[නා.ප්‍ර.] හංසයාගේ බඩ යට තිබෙන පුළුන් වැනි ඉතා සිනිඳු කුඩා පිහාටු."
හංසපුරුෂ,"[නා.ප්‍ර.] (ජ්‍යෝති.) ගුරු ග්‍රහයා උච්ච ස්වක්ෂේත්‍ර බලයෙන් යුක්ත ව සතර කේන්ද්‍රයේ තැනක පිහිටීමෙන් සෑදෙන ශුභ ඵලදායි යෝගයක්."
"හංසමහ කොඩිය","[නා.] ඌව මහ දිසාවේ (හංස රූපයකින් යුත්) ධජය."
හංසමිථුනය,"[නා.] හංසජෝඩුව."
හංසයා,"[නා.] දිග ගෙලක් සහිත, බෙහෙවින් ශ්වේත වර්ණ පෙඳ සහ පියාපත්වලින් යුක්ත, කුඩා නොවන ප්‍රමාණයේ අලංකාර ජලජ පක්ෂියා."
හංසවධු,"[නා.ප්‍ර.] හංසයාගේ ගැහැණු සතා ; හංසිය ; හංසධේනුව."
හංසසමානක්කමතා,"[නා.ප්‍ර.] හංස රාජයකුට සමාන ගමන් ඇති බව ; බුදුරජාණන් වහන්සේගේ අසූ අනුව්‍යංජන ලක්ෂණ වලින් එකක්."
හංසායමාන,"[වි.] හංසයකුට සමාන ; හංසයකුට වැනි වූ හංසරූපී."
හංසිර,"[නා.ප්‍ර.] අටළොස් වැදෑරුම් මූෂික වර්ගවලින් එකක්."
හක,"[වි.] ඉඩ නැති ; අනවකාශ.
[නා.] 1. අවහිරය.
2. හක්ගෙඩිය ; සක.
3. චක්‍රය ; රෝදය."
හකපටු,"[වි.] අනවකාශ වූ ; බොහෝ සෙයින් ඇවුරුණු."
හකපෝරුව,"(කථා.) [නා.] සකපෝරුව."
හකමග,"[නා.] සම්බාධ සහිත මාර්ගය ; අනතුරු සහිත දුෂ්කර මාවත."
හකය,"[නා.] අනවකාශය ; සම්බාධය."
හක්,"[නා.ප්‍ර.] 1. ඇඳුම් පියවා ගැනීමට භාවිත කරන ඇඳුම්වල අල්ලා මසන ලෝහ, ප්ලාස්ටික් ආදියෙන් කළ කොකු විශේෂයක්.
2. හක්ගෙඩිය."
හක්කලම,"(කථා.) [නා.ප්‍ර.] හිරිහැරය ; කරදරය."
හක්ගෙඩිය,"[නා.] හස්බෙල්ලාගේ කටුව ; සක."
හක්බෙල්ලා,"[නා.] බෙල්ලන් විශේෂයක නාමය."
හක්මන,"(කථා.) [නා.ප්‍ර.] පයින් එහාට මෙහාට ඇවිදීම ; ඔබ මොබ යෑම ; සක්මන."
"හකිස්සනවා, හගිස්සනවා","[ක්‍රි.] යමෙකුගේ බසෙහි සත්‍යාසත්‍ය බව අනෙකකුගෙන් විමසා බලනවා."
"හකු ගර්තය","[නා.] දතෙහි මුල සවිවීම සඳහා හකු ඇටයෙහි පිහිටි අස්ථිමය කුහරය."
"හකු ධාතුව","[නා.] බුදුරදුන්ගේ වන්දනීය වූ හකු ඇටය ; අකු ධාතුව."
"හකු පාඩාව","[නා.] හනු අස්ථිය ; වම් හකු ඇටය හා දකුණු හකු ඇටය."
හකුඇටය,"[නා.] හක්ක නිර්මාණය වී ඇති අස්ථිය ; හනු ඇටය."
හකුජ්ජ,"[නා.] නොපැහුණු රා ; මීරා."
හකුදත්,"[නා.බහු.] හක්කෙහි කෙළවරෙහි පිහිටි දත් ; ඇඹරුම් දත් ; චාර්වක දන්ත."
"හකුරු බද්ද","[නා.] පැරණි සිංහල රජුන් කල රජ වාසලට පැණි හකුරු සැපයූ සේවාව හා එහි නියුක්ත වූ පිරිස."
